yourlist:M20200824A94466D2655679D1FD8953E075198DA850B369V	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs	Cross-reference (KO)
UPI000B45C1D3	A0A210R629	A0A210R629_MIZYE	unreviewed	Integrase catalytic domain-containing protein	KP79_PYT13764	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	453	DNA integration [GO:0015074]	GO:0015074	
UPI000F4166C7	A0A3M6TPE7	A0A3M6TPE7_9CNID	unreviewed	LITAF domain-containing protein	pdam_00014555	Pocillopora damicornis	159	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C00CA9D	A0A2B4SN08	A0A2B4SN08_STYPI	unreviewed	Tigger transposable element-derived protein 6	TIGD6 AWC38_SpisGene5209	Stylophora pistillata (Smooth cauliflower coral)	635	DNA binding [GO:0003677]	GO:0003677	
UPI000C01DC0B	A0A2B4S807	A0A2B4S807_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene10702	Stylophora pistillata (Smooth cauliflower coral)	245			
UPI000C01C7F2	A0A2B4R5R1	A0A2B4R5R1_STYPI	unreviewed	C2H2-type domain-containing protein	AWC38_SpisGene24552 AWC38_SpisGene24655	Stylophora pistillata (Smooth cauliflower coral)	391			
UPI0010BB4DD1	A0A482YV96	A0A482YV96_9BACT	unreviewed	Exodeoxyribonuclease III (EC 3.1.11.2)	BBROOKSOX_90	Bathymodiolus brooksi thiotrophic gill symbiont	1266	exodeoxyribonuclease III activity [GO:0008853]	GO:0008853	
UPI000C0103D2	A0A2B4RR71	A0A2B4RR71_STYPI	unreviewed	Immediate early response 3-interacting protein 1	Ier3ip1 AWC38_SpisGene15482	Stylophora pistillata (Smooth cauliflower coral)	81			
UPI000C00FB41	A0A2B4SHK9	A0A2B4SHK9_STYPI	unreviewed	Retinol dehydrogenase 8	RDH8 AWC38_SpisGene5028	Stylophora pistillata (Smooth cauliflower coral)	291			
UPI000F3E712B	A0A3M6TQN5	A0A3M6TQN5_9CNID	unreviewed	Uncharacterized protein	pdam_00006404	Pocillopora damicornis	181			
UPI000C00C926	A0A2B4S8Q2	A0A2B4S8Q2_STYPI	unreviewed	BRICHOS domain-containing protein	AWC38_SpisGene10472	Stylophora pistillata (Smooth cauliflower coral)	252			
UPI000F41941D	A0A3M6V3V6	A0A3M6V3V6_9CNID	unreviewed	40S ribosomal protein S18	pdam_00013747	Pocillopora damicornis	153	ribosome [GO:0005840]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0005840; GO:0006412	
UPI000C04D7F7	A0A3M6UMR3	A0A3M6UMR3_9CNID	unreviewed	Sm domain-containing protein	pdam_00001115 pdam_00009303	Pocillopora damicornis	80	small nucleolar ribonucleoprotein complex [GO:0005732]; spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]	GO:0000398; GO:0003723; GO:0005681; GO:0005732	
UPI000C00D14E	A0A2B4SCB1	A0A2B4SCB1_STYPI	unreviewed	WD repeat-containing protein 47	Wdr47 AWC38_SpisGene9111	Stylophora pistillata (Smooth cauliflower coral)	1253			
UPI0000E6A7C9	A0MV37	A0MV37_ACRMI	unreviewed	Orthodenticle A	otxA	Acropora millepora (Staghorn coral) (Heteropora millepora)	227	nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]	GO:0005634; GO:0006355; GO:0043565	
UPI000F3BD009	A0A3M6U1I1	A0A3M6U1I1_9CNID	unreviewed	Transmembrane protein 163	pdam_00019079	Pocillopora damicornis	275	integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]	GO:0008324; GO:0016021	
UPI000F3FD666	A0A3M6UVJ9	A0A3M6UVJ9_9CNID	unreviewed	Uncharacterized protein	pdam_00004971	Pocillopora damicornis	678			
UPI000F3DBFE3	A0A3M6TNX8	A0A3M6TNX8_9CNID	unreviewed	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15 pdam_00006867	Pocillopora damicornis	611	mediator complex [GO:0016592]; transcription coregulator activity [GO:0003712]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0003712; GO:0006357; GO:0016592	
UPI000C01461D	A0A2B4S577	A0A2B4S577_STYPI	unreviewed	ATP-dependent helicase SGS1	SGS1 AWC38_SpisGene10852	Stylophora pistillata (Smooth cauliflower coral)	563	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0005524	
UPI000F3F601C	A0A3M6TYZ4	A0A3M6TYZ4_9CNID	unreviewed	V-type proton ATPase subunit G	pdam_00020961	Pocillopora damicornis	116	vacuolar proton-transporting V-type ATPase complex [GO:0016471]; ATPase-coupled transmembrane transporter activity [GO:0042626]; proton transmembrane transport [GO:1902600]	GO:0016471; GO:0042626; GO:1902600	
UPI000F40F6C4	A0A3M6UZY0	A0A3M6UZY0_9CNID	unreviewed	Ribosomal_L18_c domain-containing protein	pdam_00022189	Pocillopora damicornis	302	ribosome [GO:0005840]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0008097	
UPI000F404D7C	A0A3M6T4U9	A0A3M6T4U9_9CNID	unreviewed	Uncharacterized protein	pdam_00005217	Pocillopora damicornis	196			
UPI000F4072C5	A0A3M6TLZ4	A0A3M6TLZ4_9CNID	unreviewed	Uncharacterized protein	pdam_00004925	Pocillopora damicornis	351	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C0175FE	A0A2B4SRD8	A0A2B4SRD8_STYPI	unreviewed	Transcription factor 15	TCF15 AWC38_SpisGene1917	Stylophora pistillata (Smooth cauliflower coral)	173	protein dimerization activity [GO:0046983]	GO:0046983	
UPI000C00BC77	A0A2B4SWG0	A0A2B4SWG0_STYPI	unreviewed	60S ribosomal protein L37a	RPL37A AWC38_SpisGene1880	Stylophora pistillata (Smooth cauliflower coral)	92	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	
UPI000F3EDEA0	A0A3M6TQF2	A0A3M6TQF2_9CNID	unreviewed	Uncharacterized protein	pdam_00010847	Pocillopora damicornis	189			
UPI000C011A36	A0A2B4SD04	A0A2B4SD04_STYPI	unreviewed	Cornifelin	Cnfn AWC38_SpisGene8399	Stylophora pistillata (Smooth cauliflower coral)	115			
UPI000F3C7307	A0A3M6UH78	A0A3M6UH78_9CNID	unreviewed	40S ribosomal protein S9	pdam_00018266	Pocillopora damicornis	191	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015935; GO:0019843	
UPI000C01DD0E	A0A2B4S655	A0A2B4S655_STYPI	unreviewed	26S protease regulatory subunit 6B	PSMC4 AWC38_SpisGene11334	Stylophora pistillata (Smooth cauliflower coral)	412	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; peptidase activity [GO:0008233]; proteasome-activating ATPase activity [GO:0036402]; protein catabolic process [GO:0030163]	GO:0005524; GO:0005737; GO:0008233; GO:0030163; GO:0036402	
UPI000F41616B	A0A3M6V0G8	A0A3M6V0G8_9CNID	unreviewed	Uncharacterized protein	pdam_00013043	Pocillopora damicornis	429	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]	GO:0003700; GO:0003707; GO:0005634; GO:0008270; GO:0042025; GO:0043565	
UPI000C013F5E	A0A2B4RXR9	A0A2B4RXR9_STYPI	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	Cad96Ca AWC38_SpisGene13537	Stylophora pistillata (Smooth cauliflower coral)	1017	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021	
UPI000F3BE35E	A0A3M6UJM1	A0A3M6UJM1_9CNID	unreviewed	Uncharacterized protein	pdam_00000460	Pocillopora damicornis	557			
UPI000F3EA753	A0A3M6TSC2	A0A3M6TSC2_9CNID	unreviewed	ESCRT-I complex subunit MVB12A (Multivesicular body subunit 12A) (Protein FAM125A)	pdam_00020692	Pocillopora damicornis	254	ESCRT I complex [GO:0000813]	GO:0000813	
UPI000F3C29B4	A0A3M6UW23	A0A3M6UW23_9CNID	unreviewed	Transcription elongation factor SPT4	pdam_00018571	Pocillopora damicornis	114	nucleus [GO:0005634]; zinc ion binding [GO:0008270]; positive regulation of DNA-templated transcription, elongation [GO:0032786]	GO:0005634; GO:0008270; GO:0032786	
UPI000C00C311	A0A2B4T0I5	A0A2B4T0I5_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene59	Stylophora pistillata (Smooth cauliflower coral)	791	regulation of apoptotic process [GO:0042981]	GO:0042981	
UPI000C00612A	A0A2B4S2M6	A0A2B4S2M6_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene11295	Stylophora pistillata (Smooth cauliflower coral)	909			
UPI000F3BD556	A0A3M6TEY7	A0A3M6TEY7_9CNID	unreviewed	ANK_REP_REGION domain-containing protein	pdam_00024165	Pocillopora damicornis	278			
UPI000C01B2D6	A0A2B4RDN0	A0A2B4RDN0_STYPI	unreviewed	Pre-mRNA-splicing factor 38	prpf38a AWC38_SpisGene21493	Stylophora pistillata (Smooth cauliflower coral)	347	precatalytic spliceosome [GO:0071011]; mRNA splicing, via spliceosome [GO:0000398]	GO:0000398; GO:0071011	
UPI000F3CDBB8	A0A3M6TDS2	A0A3M6TDS2_9CNID	unreviewed	Protein Asterix	pdam_00006117	Pocillopora damicornis	109	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C01EACA	A0A2B4S7D0	A0A2B4S7D0_STYPI	unreviewed	DNA-directed RNA polymerase II subunit RPB3	POLR2C AWC38_SpisGene10446	Stylophora pistillata (Smooth cauliflower coral)	274	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; transcription, DNA-templated [GO:0006351]	GO:0003899; GO:0006351; GO:0046983	
UPI000F3CB6B7	A0A3M6U5G2	A0A3M6U5G2_9CNID	unreviewed	Protein-lysine N-methyltransferase pdam_00001541 (EC 2.1.1.-)	pdam_00001541	Pocillopora damicornis	224	cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]; protein-lysine N-methyltransferase activity [GO:0016279]	GO:0003676; GO:0005737; GO:0016279	
UPI000C00576A	A0A2B4RRL1	A0A2B4RRL1_STYPI	unreviewed	Basement membrane-specific heparan sulfate proteoglycan core protein	HSPG2 AWC38_SpisGene16738	Stylophora pistillata (Smooth cauliflower coral)	675	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F407D5F	A0A3M6T4L5	A0A3M6T4L5_9CNID	unreviewed	Uncharacterized protein	pdam_00023863	Pocillopora damicornis	359			
UPI000C01CA74	A0A2B4S056	A0A2B4S056_STYPI	unreviewed	STAGA complex 65 subunit gamma	Supt7l AWC38_SpisGene13058	Stylophora pistillata (Smooth cauliflower coral)	377	STAGA complex [GO:0030914]; histone acetyltransferase activity [GO:0004402]; protein heterodimerization activity [GO:0046982]	GO:0004402; GO:0030914; GO:0046982	
UPI000C004BAF	A0A2B4SUY5	A0A2B4SUY5_STYPI	unreviewed	MYND-type domain-containing protein	AWC38_SpisGene606	Stylophora pistillata (Smooth cauliflower coral)	396	metal ion binding [GO:0046872]	GO:0046872	
UPI000F3C9608	A0A3M6V321	A0A3M6V321_9CNID	unreviewed	Uncharacterized protein	pdam_00017982	Pocillopora damicornis	267			
UPI000F3E73F4	A0A3M6UF77	A0A3M6UF77_9CNID	unreviewed	Uncharacterized protein	pdam_00010363	Pocillopora damicornis	186	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3DD826	A0A3M6TMG2	A0A3M6TMG2_9CNID	unreviewed	Uncharacterized protein	pdam_00025389	Pocillopora damicornis	375			
UPI000C00C6C5	A0A2B4S017	A0A2B4S017_STYPI	unreviewed	DnaJ-like subfamily B member 9	DNAJB9 AWC38_SpisGene13583	Stylophora pistillata (Smooth cauliflower coral)	232			
UPI000C0020FF	A0A2B4RK55	A0A2B4RK55_STYPI	unreviewed	THAP-type domain-containing protein	AWC38_SpisGene17662	Stylophora pistillata (Smooth cauliflower coral)	485	DNA binding [GO:0003677]	GO:0003677	
UPI000F400089	A0A3M6TIL9	A0A3M6TIL9_9CNID	unreviewed	Tetraspanin	pdam_00013265	Pocillopora damicornis	255	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3C18EA	A0A3M6T5V1	A0A3M6T5V1_9CNID	unreviewed	C2H2-type domain-containing protein	pdam_00025693	Pocillopora damicornis	239			
UPI000188DD36	B7T141	B7T141_ACRMI	unreviewed	C-type lectin domain-containing protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	166			
UPI0001798EA7	B4ZYS9	B4ZYS9_ACRMI	unreviewed	SoxBb		Acropora millepora (Staghorn coral) (Heteropora millepora)	239	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634	
UPI000F410ECF	A0A3M6UIB4	A0A3M6UIB4_9CNID	unreviewed	ANK_REP_REGION domain-containing protein	pdam_00017037	Pocillopora damicornis	710			
UPI000F406FF7	A0A3M6V1M7	A0A3M6V1M7_9CNID	unreviewed	Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)	pdam_00007304	Pocillopora damicornis	301	pyridoxal kinase activity [GO:0008478]; pyridoxal 5'-phosphate salvage [GO:0009443]	GO:0008478; GO:0009443	
UPI000C00DF92	A0A2B4RMQ1	A0A2B4RMQ1_STYPI	unreviewed	Translation machinery-associated protein 16	Tma16 AWC38_SpisGene17855	Stylophora pistillata (Smooth cauliflower coral)	187			
UPI000CA1D026	A0A2H4NNK7	A0A2H4NNK7_ACRMI	unreviewed	Omega-3 desaturase-like A		Acropora millepora (Staghorn coral) (Heteropora millepora)	392	integral component of membrane [GO:0016021]; lipid metabolic process [GO:0006629]	GO:0006629; GO:0016021	
UPI000F40959F	A0A3M6TGB8	A0A3M6TGB8_9CNID	unreviewed	Uncharacterized protein	pdam_00009474	Pocillopora damicornis	663	catalytic activity [GO:0003824]	GO:0003824	
UPI000C00A30A	A0A2B4RJL9	A0A2B4RJL9_STYPI	unreviewed	Hemicentin-1	HMCN1 AWC38_SpisGene25860	Stylophora pistillata (Smooth cauliflower coral)	267	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C004E90	A0A2B4RTM5	A0A2B4RTM5_STYPI	unreviewed	AIG1-type G domain-containing protein	PP2A3 AWC38_SpisGene15392	Stylophora pistillata (Smooth cauliflower coral)	895	GTP binding [GO:0005525]; cell-cell signaling [GO:0007267]; multicellular organism development [GO:0007275]; protein autoprocessing [GO:0016540]	GO:0005525; GO:0007267; GO:0007275; GO:0016540	
UPI000F3D2A50	A0A3M6UIH8	A0A3M6UIH8_9CNID	unreviewed	BTB domain-containing protein	pdam_00013300	Pocillopora damicornis	479			
UPI000C010B1E	A0A2B4S6N1	A0A2B4S6N1_STYPI	unreviewed	Pescadillo homolog	AWC38_SpisGene11269	Stylophora pistillata (Smooth cauliflower coral)	520	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]; ribonucleoprotein complex binding [GO:0043021]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]	GO:0000463; GO:0000466; GO:0005654; GO:0005730; GO:0030687; GO:0043021	
UPI000F3D98C8	A0A3M6TRU5	A0A3M6TRU5_9CNID	unreviewed	Homeobox domain-containing protein	pdam_00015036	Pocillopora damicornis	366	nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]	GO:0005634; GO:0006355; GO:0043565	
UPI000F3C0418	A0A3M6URV3	A0A3M6URV3_9CNID	unreviewed	Uncharacterized protein	pdam_00025867	Pocillopora damicornis	265			
UPI000F3B3028	A0A3M6T5K8	A0A3M6T5K8_9CNID	unreviewed	Lebercilin domain-containing protein	pdam_00019644	Pocillopora damicornis	307			
UPI000C007827	A0A2B4RAL8	A0A2B4RAL8_STYPI	unreviewed	Dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117)	ALG5 AWC38_SpisGene22652	Stylophora pistillata (Smooth cauliflower coral)	336	integral component of membrane [GO:0016021]; transferase activity [GO:0016740]	GO:0016021; GO:0016740	
UPI000C00EDB0	A0A2B4S648	A0A2B4S648_STYPI	unreviewed	Chromobox protein-like 3	Cbx3 AWC38_SpisGene10876	Stylophora pistillata (Smooth cauliflower coral)	216	nucleus [GO:0005634]	GO:0005634	
UPI000C004F34	A0A2B4T0D1	A0A2B4T0D1_STYPI	unreviewed	Transcription factor SPT20-like	Supt20h AWC38_SpisGene781	Stylophora pistillata (Smooth cauliflower coral)	911	SAGA complex [GO:0000124]; transcription coregulator activity [GO:0003712]	GO:0000124; GO:0003712	
UPI000C00D76B	A0A2B4RS21	A0A2B4RS21_STYPI	unreviewed	RNA 3'-terminal phosphate cyclase	RtcA AWC38_SpisGene15995	Stylophora pistillata (Smooth cauliflower coral)	537	catalytic activity [GO:0003824]; RNA processing [GO:0006396]	GO:0003824; GO:0006396	
UPI000C01D88C	A0A2B4R5G7	A0A2B4R5G7_STYPI	unreviewed	SWIM-type domain-containing protein	AWC38_SpisGene23087	Stylophora pistillata (Smooth cauliflower coral)	563	zinc ion binding [GO:0008270]	GO:0008270	
UPI000F3E39B6	A0A3M6UJC5	A0A3M6UJC5_9CNID	unreviewed	Uncharacterized protein	pdam_00000314	Pocillopora damicornis	141			
UPI000012A0BF	P61914	ACTP2_ACTEQ	reviewed	DELTA-actitoxin-Aeq1a (DELTA-AITX-Aeq1a) (Equinatoxin II) (EqT II) (EqTII) (Equinatoxin-2)		Actinia equina (Beadlet anemone)	214	extracellular region [GO:0005576]; nematocyst [GO:0042151]; other organism cell membrane [GO:0044218]; pore complex [GO:0046930]; channel activity [GO:0015267]; toxin activity [GO:0090729]; cation transport [GO:0006812]; hemolysis in other organism involved in symbiotic interaction [GO:0052331]; pore complex assembly [GO:0046931]	GO:0005576; GO:0006812; GO:0015267; GO:0042151; GO:0044218; GO:0046930; GO:0046931; GO:0052331; GO:0090729	
UPI000C0197AE	A0A2B4S9T8	A0A2B4S9T8_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene9182	Stylophora pistillata (Smooth cauliflower coral)	1195			
UPI000F3AD18B	A0A3M6TWJ9	A0A3M6TWJ9_9CNID	unreviewed	Sm domain-containing protein	pdam_00004180	Pocillopora damicornis	113	NatC complex [GO:0031417]	GO:0031417	
UPI000C0169BD	A0A2B4SFC1	A0A2B4SFC1_STYPI	unreviewed	Leucine-rich repeat-containing protein 59	LRRC59 AWC38_SpisGene8062	Stylophora pistillata (Smooth cauliflower coral)	278	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3BD416	A0A3M6UT50	A0A3M6UT50_9CNID	unreviewed	Uncharacterized protein	pdam_00006325	Pocillopora damicornis	373	zinc ion binding [GO:0008270]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]	GO:0007165; GO:0008270; GO:0042981	
UPI000C010633	A0A2B4SV57	A0A2B4SV57_STYPI	unreviewed	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	Pycrl AWC38_SpisGene411	Stylophora pistillata (Smooth cauliflower coral)	277	pyrroline-5-carboxylate reductase activity [GO:0004735]; L-proline biosynthetic process [GO:0055129]	GO:0004735; GO:0055129	
UPI000F416FEF	A0A3M6V5K9	A0A3M6V5K9_9CNID	unreviewed	Uncharacterized protein	pdam_00007390	Pocillopora damicornis	428			
UPI000F4154F7	A0A3M6T665	A0A3M6T665_9CNID	unreviewed	Uncharacterized protein	pdam_00000924	Pocillopora damicornis	835	response to X-ray [GO:0010165]	GO:0010165	
UPI000226EF12	G3W0S3	G3W0S3_SARHA	unreviewed	Uncharacterized protein	SMIM4	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	71	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C004034	A0A2B4RF43	A0A2B4RF43_STYPI	unreviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	Dut AWC38_SpisGene18713	Stylophora pistillata (Smooth cauliflower coral)	161	dUTP diphosphatase activity [GO:0004170]; magnesium ion binding [GO:0000287]; dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081]	GO:0000287; GO:0004170; GO:0006226; GO:0046081	
UPI000C011B2A	A0A2B4SG92	A0A2B4SG92_STYPI	unreviewed	40S ribosomal protein S5	RPS5 AWC38_SpisGene7157	Stylophora pistillata (Smooth cauliflower coral)	210	small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0015935	
UPI000F413E7C	A0A3M6TRJ4	A0A3M6TRJ4_9CNID	unreviewed	Maternal embryonic leucine zipper kinase (EC 2.7.11.1)	pdam_00019807	Pocillopora damicornis	635	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
UPI000C01AF9B	A0A2B4S8Z4	A0A2B4S8Z4_STYPI	unreviewed	Transmembrane protein 192	tmem192 AWC38_SpisGene10096	Stylophora pistillata (Smooth cauliflower coral)	278	integral component of membrane [GO:0016021]	GO:0016021	
UPI0001798EA5	B4ZYS7	B4ZYS7_ACRMI	unreviewed	SoxB1		Acropora millepora (Staghorn coral) (Heteropora millepora)	336	nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]	GO:0003677; GO:0005634; GO:0006355	
UPI000F3B3C62	A0A3M6TEE3	A0A3M6TEE3_9CNID	unreviewed	UvrD_C_2 domain-containing protein	pdam_00008039	Pocillopora damicornis	1124	DNA helicase activity [GO:0003678]; DNA replication, synthesis of RNA primer [GO:0006269]	GO:0003678; GO:0006269	
UPI000F415F10	A0A3M6UJ25	A0A3M6UJ25_9CNID	unreviewed	Uncharacterized protein	pdam_00000411	Pocillopora damicornis	129			
UPI000F418888	A0A3M6TTD5	A0A3M6TTD5_9CNID	unreviewed	Methyltransf_2 domain-containing protein	pdam_00002718	Pocillopora damicornis	389	O-methyltransferase activity [GO:0008171]	GO:0008171	
UPI000F4029E6	A0A3M6UBF2	A0A3M6UBF2_9CNID	unreviewed	PHB domain-containing protein	pdam_00013907	Pocillopora damicornis	306	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	GO:0005886; GO:0016021	
UPI000F3DA1DD	A0A3M6TP49	A0A3M6TP49_9CNID	unreviewed	Thioredoxin-like_fold domain-containing protein	pdam_00006876	Pocillopora damicornis	220			
UPI000F3ED665	A0A3M6V3N7	A0A3M6V3N7_9CNID	unreviewed	Uncharacterized protein	pdam_00017778	Pocillopora damicornis	520	integral component of membrane [GO:0016021]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]	GO:0008643; GO:0015293; GO:0016021	
UPI000F40E10F	A0A3M6TNV9	A0A3M6TNV9_9CNID	unreviewed	B box-type domain-containing protein	pdam_00001820	Pocillopora damicornis	768	zinc ion binding [GO:0008270]	GO:0008270	
UPI000C002DE1	A0A2B4RF04	A0A2B4RF04_STYPI	unreviewed	Fragile X mental retardation protein 1-like A	fmr1-a AWC38_SpisGene19545	Stylophora pistillata (Smooth cauliflower coral)	704	mRNA binding [GO:0003729]; regulation of translation [GO:0006417]	GO:0003729; GO:0006417	
UPI000C01640E	A0A2B4STM7	A0A2B4STM7_STYPI	unreviewed	26S proteasome non-ATPase regulatory subunit 10	Psmd10 AWC38_SpisGene2507	Stylophora pistillata (Smooth cauliflower coral)	223	proteasome complex [GO:0000502]	GO:0000502	
UPI000C0012AA	A0A2B4RVF6	A0A2B4RVF6_STYPI	unreviewed	Cilia- and flagella-associated protein 206	2 AWC38_SpisGene15318	Stylophora pistillata (Smooth cauliflower coral)	626			
UPI000C00E7B7	A0A2B4SPA0	A0A2B4SPA0_STYPI	unreviewed	Kelch domain-containing protein 1	KLHDC1 AWC38_SpisGene4276	Stylophora pistillata (Smooth cauliflower coral)	403			
UPI000C01570E	A0A2B4RMZ1	A0A2B4RMZ1_STYPI	unreviewed	Interferon alpha-inducible protein 6	IFI6 AWC38_SpisGene17962	Stylophora pistillata (Smooth cauliflower coral)	135	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3CA3FA	A0A3M6UY58	A0A3M6UY58_9CNID	unreviewed	DNA helicase (EC 3.6.4.12)	pdam_00006474	Pocillopora damicornis	1014	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	GO:0003676; GO:0005524; GO:0006260; GO:0006281; GO:0006310; GO:0043138	
UPI000C00EC41	A0A2B4SP52	A0A2B4SP52_STYPI	unreviewed	Testis-specific chromodomain protein Y 2	CDY2A AWC38_SpisGene4045	Stylophora pistillata (Smooth cauliflower coral)	226	nucleus [GO:0005634]	GO:0005634	
UPI000C01978C	A0A2B4T1X6	A0A2B4T1X6_STYPI	unreviewed	Paired box protein Pax-3	Pax3 AWC38_SpisGene375	Stylophora pistillata (Smooth cauliflower coral)	355	nucleus [GO:0005634]; DNA binding [GO:0003677]; multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]	GO:0003677; GO:0005634; GO:0006355; GO:0007275	
UPI000F665CA4	A0A3R7PDH8	A0A3R7PDH8_PENVA	unreviewed	Putative RNA-directed DNA polymerase from mobile element jockey-like	C7M84_024096	Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	397	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	
UPI000CE288FE	A0A3B3IMC5	A0A3B3IMC5_ORYLA	unreviewed	Uncharacterized protein	LOC110017577	Oryzias latipes (Japanese rice fish) (Japanese killifish)	1381	aspartic-type endopeptidase activity [GO:0004190]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0004190; GO:0015074	
UPI000C014856	A0A2B4SDK5	A0A2B4SDK5_STYPI	unreviewed	Charged multivesicular body protein 5	Chmp5 AWC38_SpisGene8446	Stylophora pistillata (Smooth cauliflower coral)	222	membrane [GO:0016020]; vacuolar transport [GO:0007034]; vesicle-mediated transport [GO:0016192]	GO:0007034; GO:0016020; GO:0016192	
UPI000F3D098B	A0A3M6U7P4	A0A3M6U7P4_9CNID	unreviewed	Uncharacterized protein	pdam_00017614	Pocillopora damicornis	763			
UPI0002344CA5	G8HTA4	G8HTA4_ACRMI	unreviewed	Uncharacterized protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	325	calcium ion binding [GO:0005509]	GO:0005509	
UPI000F3EC425	A0A3M6TJ75	A0A3M6TJ75_9CNID	unreviewed	DDE Tnp4 domain-containing protein	pdam_00013513	Pocillopora damicornis	211			
UPI000C019826	A0A2B4RXJ0	A0A2B4RXJ0_STYPI	unreviewed	Sequestosome-1	Sqstm1 AWC38_SpisGene14011	Stylophora pistillata (Smooth cauliflower coral)	414	zinc ion binding [GO:0008270]	GO:0008270	
